Date,Dealer,City ,Product ,Vehicle,Shipped  ,Returned
01-06-2007,41,GOA,321457789,Minitruck,32,0
01-06-2007,41,GOA,321070678,Vikram,12,0
01-06-2007,41,GOA,321345234,Minitruck,49,10
01-06-2007,3,MUM,112890123,Vikram,14,0
01-06-2007,16,NAG,321345234,Vikram,21,1
01-06-2007,3,MUM,333456987,AutoRick,7,3
01-06-2007,16,NAG,343678456,Minitruck,49,10
01-06-2007,47,GOA,112890765,Vikram,11,0
01-06-2007,6,MUM,123456345,AutoRick,2,0
01-06-2007,10,PUN,121123678,Minitruck,1,0
01-06-2007,17,NAG,343345789,Minitruck,49,12
01-06-2007,12,PUN,333678234,AutoRick,5,1
01-06-2007,21,NAG,112070890,Vikram,14,0
01-06-2007,12,PUN,123678234,Minitruck,21,0
01-06-2007,3,MUM,121678987,AutoRick,2,0
01-06-2007,21,NAG,343123345,AutoRick,1,0
01-06-2007,41,GOA,333567234,Vikram,18,0
01-06-2007,22,KOL,213678678,Vikram,3,0
01-06-2007,17,NAG,112123456,Minitruck,47,8
01-06-2007,41,GOA,222678123,Vikram,2,0
01-06-2007,49,GOA,112890987,Vikram,24,5
01-06-2007,28,KOL,222456765,Vikram,7,1
01-06-2007,17,NAG,343890567,AutoRick,15,3
01-06-2007,47,GOA,213679789,AutoRick,10,0
01-06-2007,3,MUM,333678890,Vikram,9,2
01-06-2007,14,PUN,123456345,Minitruck,20,1
01-06-2007,41,GOA,213056678,Minitruck,13,2
01-06-2007,17,NAG,232456567,Minitruck,14,3
01-06-2007,7,MUM,111679789,Minitruck,36,0
01-06-2007,12,PUN,222456567,Minitruck,17,0
01-06-2007,17,NAG,111567345,AutoRick,12,0
01-06-2007,21,NAG,321679345,Minitruck,48,11
01-06-2007,43,GOA,343679765,Vikram,4,0
01-06-2007,2,MUM,222070567,AutoRick,8,0
01-06-2007,20,NAG,213679234,Vikram,11,0
01-06-2007,21,NAG,213456234,Vikram,2,0
01-06-2007,15,PUN,343456567,Vikram,17,1
01-06-2007,47,GOA,222567123,AutoRick,13,0
01-06-2007,12,PUN,112070987,Vikram,20,1
01-06-2007,41,GOA,111070123,Minitruck,35,2
01-06-2007,22,KOL,343123567,Minitruck,48,5
01-06-2007,6,MUM,232457456,AutoRick,20,4
01-06-2007,12,PUN,213123567,Minitruck,22,0
01-06-2007,21,NAG,123345456,Minitruck,6,0
01-06-2007,33,KOL,123457678,Vikram,16,0
01-06-2007,6,MUM,112345789,Vikram,3,0
01-06-2007,21,NAG,112123123,Minitruck,5,1
01-06-2007,12,PUN,232123123,AutoRick,9,0
01-06-2007,15,PUN,333056345,AutoRick,6,0
01-06-2007,15,PUN,213070345,AutoRick,12,0
01-06-2007,16,NAG,333456345,Minitruck,43,11
01-06-2007,20,NAG,232890789,Minitruck,25,0
01-06-2007,21,NAG,333070789,Vikram,21,1
01-06-2007,43,GOA,222056765,AutoRick,13,0
01-06-2007,12,PUN,213679890,Vikram,15,0
01-06-2007,17,NAG,213457345,Minitruck,36,2
01-06-2007,17,NAG,232345123,Vikram,24,5
01-06-2007,16,NAG,123456123,Minitruck,31,1
01-06-2007,16,NAG,112890765,Vikram,20,1
01-06-2007,12,PUN,213056345,Vikram,17,0
01-06-2007,15,PUN,321679567,AutoRick,14,2
01-06-2007,22,KOL,121345765,Minitruck,2,0
01-06-2007,21,NAG,222890890,Vikram,9,2
01-06-2007,47,GOA,112679234,Vikram,11,0
01-06-2007,2,MUM,121567345,Vikram,12,0
01-06-2007,7,MUM,123890678,Minitruck,40,2
01-06-2007,47,GOA,343345234,Minitruck,3,0
01-06-2007,10,PUN,222890234,Minitruck,20,0
01-07-2007,7,MUM,111123123,Minitruck,13,2
01-07-2007,3,MUM,321890567,Minitruck,37,3
01-07-2007,49,GOA,213679987,AutoRick,5,1
01-07-2007,49,GOA,333345456,AutoRick,7,0
01-07-2007,17,NAG,232456789,AutoRick,14,3
01-07-2007,41,GOA,343457890,Vikram,3,0
01-07-2007,47,GOA,111679345,Vikram,22,0
01-07-2007,17,NAG,343890567,Vikram,11,0
01-07-2007,6,MUM,333123123,AutoRick,5,1
01-07-2007,16,NAG,232056765,Minitruck,6,1
01-07-2007,15,PUN,321056456,AutoRick,11,0
01-07-2007,21,NAG,321890765,AutoRick,7,0
01-07-2007,7,MUM,232056987,Vikram,15,0
01-07-2007,28,KOL,343070567,Minitruck,7,1
01-07-2007,36,KOL,213345234,AutoRick,9,0
01-07-2007,33,KOL,123056987,Minitruck,39,1
01-07-2007,6,MUM,121070765,Minitruck,14,4
01-07-2007,16,NAG,343890123,AutoRick,6,0
01-07-2007,24,KOL,111890123,AutoRick,12,1
01-07-2007,7,MUM,112679345,Vikram,2,0
01-07-2007,20,NAG,213567567,Vikram,20,0
01-07-2007,24,KOL,112456678,Minitruck,2,0
01-07-2007,33,KOL,112679345,Vikram,7,1
01-07-2007,3,MUM,123070678,Minitruck,19,1
01-07-2007,28,KOL,121123567,Minitruck,42,11
01-07-2007,47,GOA,123056234,AutoRick,7,0
01-07-2007,17,NAG,112678123,Vikram,24,4
01-07-2007,3,MUM,111679789,AutoRick,6,3
01-07-2007,12,PUN,333678789,Vikram,18,1
01-07-2007,33,KOL,333679345,Minitruck,14,4
01-07-2007,21,NAG,321345987,Minitruck,2,0
01-07-2007,21,NAG,123678987,Minitruck,48,5
01-07-2007,33,KOL,112056567,Minitruck,39,0
01-07-2007,35,KOL,321345123,Vikram,8,1
01-07-2007,35,KOL,232123123,Vikram,6,1
01-07-2007,35,KOL,333123678,Minitruck,2,0
01-07-2007,47,GOA,321456765,Minitruck,24,0
01-07-2007,47,GOA,321567234,AutoRick,14,2
01-07-2007,43,GOA,213456987,Minitruck,33,0
01-07-2007,8,PUN,333456345,Minitruck,39,3
01-07-2007,10,PUN,213123345,AutoRick,20,4
01-07-2007,41,GOA,343890123,Minitruck,20,1
01-07-2007,47,GOA,333890678,AutoRick,12,1
01-07-2007,3,MUM,111567456,Minitruck,28,0
01-07-2007,8,PUN,232457890,Vikram,20,0
01-07-2007,16,NAG,222070765,Vikram,5,1
01-07-2007,16,NAG,343890890,Vikram,19,0
01-07-2007,15,PUN,333123789,Minitruck,20,1
01-07-2007,28,KOL,121345987,Vikram,25,6
01-07-2007,35,KOL,213056987,AutoRick,1,0
01-07-2007,47,GOA,321567890,Vikram,17,1
01-07-2007,47,GOA,343070567,Vikram,16,0
01-07-2007,21,NAG,111123890,Vikram,12,0
01-07-2007,21,NAG,343457987,Minitruck,33,0
01-07-2007,16,NAG,213457765,AutoRick,15,3
01-07-2007,47,GOA,222070456,Vikram,14,1
01-07-2007,47,GOA,232070765,Vikram,9,2
01-07-2007,21,NAG,112890789,Minitruck,17,1
01-07-2007,47,GOA,121679456,Minitruck,50,9
01-07-2007,36,KOL,343890987,Vikram,3,0
01-07-2007,22,KOL,222123890,AutoRick,8,0
01-07-2007,16,NAG,112345678,Vikram,25,5
01-07-2007,3,MUM,343567123,Minitruck,41,7
01-07-2007,17,NAG,333890987,Minitruck,13,2
01-07-2007,17,NAG,321678456,Minitruck,6,0
01-07-2007,49,GOA,222457987,AutoRick,14,3
01-07-2007,47,GOA,121457123,AutoRick,11,0
01-07-2007,35,KOL,222123789,AutoRick,2,0
01-07-2007,47,GOA,121456789,AutoRick,1,0
01-07-2007,36,KOL,333678789,Vikram,25,5
01-07-2007,47,GOA,121679765,Minitruck,5,1
01-07-2007,43,GOA,213678987,Vikram,14,0
01-07-2007,10,PUN,121567890,AutoRick,13,1
01-07-2007,36,KOL,222567567,Vikram,10,0
01-07-2007,22,KOL,121345765,Vikram,20,0
01-07-2007,36,KOL,112457234,Minitruck,31,1
01-07-2007,47,GOA,121567567,AutoRick,2,0
01-07-2007,35,KOL,232456234,Vikram,25,5
01-07-2007,6,MUM,111056234,AutoRick,13,0
01-07-2007,17,NAG,121567567,Vikram,24,5
01-07-2007,20,NAG,232123890,AutoRick,15,3
01-07-2007,33,KOL,222457890,Minitruck,8,1
01-07-2007,34,KOL,112070567,Minitruck,31,0
01-07-2007,24,KOL,333457890,Minitruck,21,1
01-07-2007,2,MUM,121457456,Minitruck,42,5
01-07-2007,49,GOA,321457890,Vikram,13,1
01-07-2007,14,PUN,232567678,AutoRick,7,0
01-07-2007,35,KOL,123679345,Vikram,12,0
01-07-2007,35,KOL,112890456,Vikram,2,0
01-07-2007,34,KOL,343567987,AutoRick,4,0
01-07-2007,17,NAG,213345789,Minitruck,38,2
01-07-2007,21,NAG,121890765,AutoRick,12,0
01-07-2007,49,GOA,321456345,Vikram,15,0
01-07-2007,33,KOL,123056765,Minitruck,45,8
01-07-2007,20,NAG,111567987,Vikram,1,0
01-07-2007,34,KOL,343679678,Minitruck,44,10
01-07-2007,24,KOL,213070234,Minitruck,9,1
01-07-2007,10,PUN,333123123,Vikram,7,1
01-07-2007,47,GOA,232056789,AutoRick,11,0
01-07-2007,12,PUN,123123123,AutoRick,9,0
01-07-2007,47,GOA,112457234,AutoRick,2,0
01-07-2007,6,MUM,333456987,Minitruck,13,2
01-07-2007,17,NAG,333457987,Minitruck,47,6
01-07-2007,8,PUN,112456789,AutoRick,15,3
01-07-2007,17,NAG,112890789,AutoRick,5,1
01-07-2007,14,PUN,213679456,Vikram,25,5
01-07-2007,16,NAG,232123987,AutoRick,5,1
01-07-2007,12,PUN,222345345,Vikram,6,1
01-07-2007,43,GOA,222070345,Minitruck,45,6
01-07-2007,17,NAG,232679456,AutoRick,2,0
01-07-2007,28,KOL,112457234,Vikram,6,1
01-07-2007,16,NAG,111345567,AutoRick,7,0
01-07-2007,15,PUN,213679456,Minitruck,17,0
01-07-2007,12,PUN,232890234,Minitruck,41,8
01-07-2007,47,GOA,232567234,Minitruck,13,1
01-07-2007,43,GOA,222345567,AutoRick,11,0
01-07-2007,16,NAG,333457765,Vikram,20,1
01-07-2007,21,NAG,112056567,AutoRick,9,0
01-07-2007,41,GOA,111056987,AutoRick,9,0
01-07-2007,36,KOL,343679567,AutoRick,12,0
01-07-2007,24,KOL,222345765,AutoRick,14,3
01-07-2007,14,PUN,321345890,AutoRick,15,3
01-07-2007,47,GOA,112457890,AutoRick,14,3
01-07-2007,2,MUM,213070345,Vikram,24,5
01-07-2007,34,KOL,112679234,Minitruck,17,0
01-07-2007,8,PUN,121567567,Minitruck,27,2
01-07-2007,8,PUN,321679456,Vikram,23,5
01-07-2007,7,MUM,213056987,Vikram,5,1
01-07-2007,17,NAG,112457765,Vikram,25,5
01-07-2007,47,GOA,213567789,AutoRick,5,1
01-07-2007,12,PUN,333890123,Vikram,7,1
01-07-2007,43,GOA,321890456,AutoRick,6,0
01-07-2007,3,MUM,111678987,Vikram,6,1
01-07-2007,36,KOL,232070123,Minitruck,32,2
01-07-2007,21,NAG,123056123,Minitruck,24,0
01-07-2007,35,KOL,111457345,AutoRick,9,0
01-07-2007,7,MUM,123070234,Vikram,12,0
01-07-2007,22,KOL,222345567,AutoRick,5,1
01-07-2007,2,MUM,222679678,Minitruck,3,0
01-07-2007,16,NAG,232345890,Vikram,18,0
01-07-2007,16,NAG,343890123,AutoRick,9,0
01-07-2007,3,MUM,111070234,Minitruck,30,2
01-07-2007,20,NAG,111890234,Vikram,13,0
01-07-2007,16,NAG,112679567,Vikram,16,0
01-07-2007,7,MUM,333070789,Minitruck,21,0
01-07-2007,36,KOL,123679567,AutoRick,10,0
01-07-2007,28,KOL,321457678,Minitruck,2,0
01-07-2007,36,KOL,333456123,Vikram,18,0
01-07-2007,3,MUM,121457765,Minitruck,39,3
01-07-2007,15,PUN,232123345,AutoRick,14,3
01-07-2007,10,PUN,343567456,Minitruck,41,8
01-07-2007,8,PUN,232345890,Vikram,7,1
01-07-2007,41,GOA,213457123,Vikram,2,0
01-07-2007,47,GOA,213056456,Vikram,4,0
01-07-2007,12,PUN,112056123,AutoRick,14,3
01-07-2007,33,KOL,111890456,AutoRick,15,3
01-07-2007,20,NAG,123056345,Vikram,10,0
01-07-2007,28,KOL,222457765,Vikram,25,5
01-07-2007,8,PUN,232123890,AutoRick,12,0
01-07-2007,22,KOL,213056765,Minitruck,42,6
01-07-2007,16,NAG,123679789,AutoRick,10,0
01-07-2007,8,PUN,112345456,Vikram,23,4
01-07-2007,28,KOL,213457345,Minitruck,33,0
01-07-2007,16,NAG,222678890,Vikram,9,2
01-07-2007,24,KOL,213456456,AutoRick,2,0
01-07-2007,3,MUM,112123678,Vikram,10,0
01-07-2007,21,NAG,213345456,Minitruck,3,0
01-07-2007,17,NAG,112070234,Minitruck,3,0
01-07-2007,3,MUM,343056678,AutoRick,2,0
01-07-2007,12,PUN,112345456,Vikram,4,0
01-07-2007,3,MUM,232567567,AutoRick,12,5
01-07-2007,47,GOA,333056765,Minitruck,4,1
01-07-2007,6,MUM,121457234,Vikram,24,5
01-07-2007,16,NAG,121678789,Vikram,15,1
01-07-2007,21,NAG,232678234,AutoRick,2,0
01-07-2007,14,PUN,222457789,AutoRick,11,0
01-07-2007,21,NAG,222123456,Minitruck,13,1
01-07-2007,41,GOA,111679234,Vikram,22,1
01-07-2007,3,MUM,213056123,AutoRick,7,3
01-07-2007,3,MUM,123056345,Minitruck,1,0
01-07-2007,6,MUM,232679567,Minitruck,7,1
01-07-2007,8,PUN,321567678,Minitruck,3,0
01-07-2007,47,GOA,321070567,Minitruck,40,3
01-07-2007,43,GOA,123123123,Vikram,13,0
01-07-2007,24,KOL,232345123,Vikram,18,1
01-07-2007,43,GOA,343890567,AutoRick,12,0
01-07-2007,21,NAG,333457765,Vikram,10,0
01-07-2007,3,MUM,213678123,Minitruck,2,0
01-07-2007,3,MUM,121345678,AutoRick,3,0
01-07-2007,7,MUM,343345890,Minitruck,32,0
01-07-2007,24,KOL,321678789,AutoRick,4,0
01-07-2007,15,PUN,232679567,Minitruck,13,3
01-07-2007,16,NAG,333678345,Vikram,21,1
01-07-2007,28,KOL,123679987,Vikram,17,1
01-07-2007,35,KOL,232457678,AutoRick,1,0
01-07-2007,24,KOL,112679789,Minitruck,44,11
01-07-2007,15,PUN,222056345,Vikram,23,5
01-07-2007,12,PUN,333679789,Minitruck,33,3
01-07-2007,34,KOL,121056789,AutoRick,5,1
01-07-2007,7,MUM,213678567,Minitruck,38,3
01-07-2007,2,MUM,213567678,Vikram,10,0
01-07-2007,7,MUM,222456456,AutoRick,10,0
01-07-2007,16,NAG,333457456,Minitruck,24,1
01-07-2007,24,KOL,232679765,Vikram,23,4
01-07-2007,43,GOA,232456234,Vikram,13,0
01-07-2007,47,GOA,112567765,AutoRick,14,2
01-07-2007,20,NAG,333070456,AutoRick,14,3
01-07-2007,47,GOA,343345123,Vikram,25,6
01-07-2007,22,KOL,123056345,AutoRick,14,3
01-07-2007,47,GOA,111890890,AutoRick,9,0
01-07-2007,24,KOL,232678678,AutoRick,2,0
01-07-2007,17,NAG,112567345,Minitruck,38,2
01-07-2007,47,GOA,222056987,AutoRick,11,0
01-07-2007,12,PUN,123345789,AutoRick,1,0
01-07-2007,47,GOA,321679456,Minitruck,40,1
01-07-2007,34,KOL,112890456,Vikram,13,0
01-07-2007,15,PUN,343456567,Vikram,11,0
01-07-2007,43,GOA,123123890,Vikram,24,5
01-07-2007,41,GOA,112123123,AutoRick,5,1
01-07-2007,21,NAG,232567456,Vikram,21,1
01-07-2007,24,KOL,232070123,Vikram,23,5
01-07-2007,20,NAG,222678234,Vikram,10,0
01-07-2007,3,MUM,232070123,Vikram,9,2
01-07-2007,17,NAG,111567987,AutoRick,4,0
01-07-2007,12,PUN,112456567,Minitruck,24,1
01-07-2007,35,KOL,123679234,Vikram,7,1
01-07-2007,28,KOL,111123765,AutoRick,7,0
01-07-2007,8,PUN,333070234,Minitruck,34,0
01-07-2007,24,KOL,121456345,Vikram,10,0
01-07-2007,2,MUM,343056890,Minitruck,28,0
01-07-2007,3,MUM,232345567,Minitruck,29,0
01-07-2007,17,NAG,232890567,AutoRick,3,0
01-07-2007,3,MUM,123457456,AutoRick,8,3
01-07-2007,6,MUM,222123456,AutoRick,11,0
01-07-2007,16,NAG,111457789,AutoRick,4,0
01-07-2007,20,NAG,213456890,Minitruck,10,1
01-07-2007,35,KOL,213123678,AutoRick,6,0
01-07-2007,34,KOL,112056234,Minitruck,30,0
01-07-2007,8,PUN,321567123,AutoRick,1,0
01-07-2007,14,PUN,123345456,AutoRick,5,1
01-07-2007,36,KOL,213456123,Minitruck,27,2
01-07-2007,35,KOL,333345678,Minitruck,1,0
01-07-2007,14,PUN,333890456,AutoRick,12,0
01-07-2007,22,KOL,222678567,Minitruck,30,2
01-07-2007,21,NAG,321345123,Minitruck,47,5
01-07-2007,28,KOL,321679123,Minitruck,50,13
01-07-2007,17,NAG,111056678,AutoRick,4,0
01-07-2007,36,KOL,321457456,Minitruck,1,0
01-07-2007,12,PUN,112679456,AutoRick,3,0
01-07-2007,49,GOA,213456678,Minitruck,16,0
01-07-2007,33,KOL,333679345,Vikram,22,0
01-07-2007,22,KOL,333678678,AutoRick,10,0
01-07-2007,8,PUN,111056789,Minitruck,24,0
01-07-2007,33,KOL,232056678,AutoRick,1,0
01-07-2007,12,PUN,232457765,AutoRick,6,0
01-07-2007,21,NAG,232123234,AutoRick,3,0
01-07-2007,49,GOA,232456345,Vikram,25,5
01-07-2007,47,GOA,111456567,Minitruck,20,0
01-07-2007,16,NAG,222345678,Vikram,18,0
01-07-2007,34,KOL,112123234,Vikram,1,0
01-07-2007,49,GOA,111567234,AutoRick,6,0
01-07-2007,2,MUM,213457234,Vikram,10,0
01-07-2007,7,MUM,111457456,Vikram,2,0
01-07-2007,17,NAG,123457567,AutoRick,4,0
01-07-2007,3,MUM,112070123,Vikram,21,0
01-07-2007,21,NAG,222678345,AutoRick,15,3
01-07-2007,47,GOA,343457765,Minitruck,17,0
01-07-2007,41,GOA,321678234,Minitruck,22,2
01-07-2007,49,GOA,111345234,AutoRick,15,3
01-07-2007,22,KOL,213678456,Vikram,16,1
01-07-2007,47,GOA,222567987,AutoRick,5,1
01-07-2007,20,NAG,213457765,Minitruck,47,10
01-07-2007,20,NAG,333678345,AutoRick,9,0
01-07-2007,2,MUM,343123123,Minitruck,47,12
01-07-2007,47,GOA,213890678,Vikram,24,5
01-07-2007,12,PUN,112070456,Minitruck,29,2
01-07-2007,8,PUN,321456765,Minitruck,8,1
01-07-2007,12,PUN,222070890,Minitruck,42,8
01-07-2007,47,GOA,112567456,Minitruck,43,9
01-07-2007,16,NAG,232070765,Minitruck,40,0
01-07-2007,15,PUN,213345890,Vikram,11,0
01-07-2007,43,GOA,123345123,AutoRick,12,0
01-07-2007,47,GOA,321567678,AutoRick,5,1
01-07-2007,35,KOL,333567678,Minitruck,27,1
01-07-2007,12,PUN,213890890,Minitruck,1,0
01-07-2007,16,NAG,333456890,AutoRick,4,0
01-07-2007,2,MUM,111679345,Vikram,7,1
01-07-2007,16,NAG,321056123,Vikram,8,1
01-07-2007,49,GOA,333056890,Minitruck,1,0
01-07-2007,3,MUM,321456456,Vikram,15,0
01-07-2007,14,PUN,333678987,Vikram,5,1
01-07-2007,16,NAG,222123678,Minitruck,31,0
01-07-2007,16,NAG,123456987,Vikram,24,5
01-07-2007,3,MUM,112890987,Vikram,11,0
01-07-2007,12,PUN,121056567,Vikram,24,5
01-07-2007,22,KOL,333056567,Minitruck,32,2
01-07-2007,17,NAG,343678890,Vikram,10,0
01-07-2007,6,MUM,343890567,Vikram,1,0
01-07-2007,7,MUM,232456567,AutoRick,5,1
01-07-2007,47,GOA,222456765,AutoRick,14,2
01-07-2007,20,NAG,222567890,Vikram,12,1
01-07-2007,36,KOL,333070890,AutoRick,3,0
01-07-2007,21,NAG,112679123,Minitruck,38,1
01-08-2007,34,KOL,222678456,Vikram,21,2
01-08-2007,22,KOL,111456789,Minitruck,6,1
01-08-2007,21,NAG,222070345,Vikram,25,5
01-08-2007,3,MUM,213456789,AutoRick,2,0
01-08-2007,34,KOL,111679234,Vikram,20,1
01-08-2007,17,NAG,321678890,Minitruck,23,0
01-08-2007,8,PUN,112678678,AutoRick,12,0
01-08-2007,10,PUN,333056765,Vikram,19,1
01-08-2007,24,KOL,123678890,Vikram,8,1
01-08-2007,47,GOA,333070765,AutoRick,15,3
01-08-2007,12,PUN,111678765,Vikram,25,6
01-08-2007,21,NAG,333678234,Vikram,11,0
01-08-2007,12,PUN,343678234,Minitruck,12,1
01-08-2007,16,NAG,112457123,AutoRick,12,0
01-08-2007,20,NAG,333345765,Minitruck,7,1
01-08-2007,21,NAG,213123890,Vikram,13,0
01-08-2007,22,KOL,232345890,Vikram,17,1
01-08-2007,12,PUN,111678234,AutoRick,2,0
01-08-2007,12,PUN,222890345,Minitruck,3,0
01-08-2007,21,NAG,232456765,AutoRick,13,1
01-08-2007,47,GOA,111456567,Minitruck,33,2
01-08-2007,21,NAG,111678345,AutoRick,14,3
01-08-2007,16,NAG,112056765,AutoRick,7,0
01-08-2007,36,KOL,123345765,Minitruck,30,2
01-08-2007,6,MUM,232345456,Vikram,12,1
01-08-2007,22,KOL,222456456,Vikram,3,0
01-08-2007,17,NAG,222890765,Vikram,3,0
01-08-2007,15,PUN,222345789,AutoRick,13,0
01-08-2007,21,NAG,112070678,Vikram,11,0
01-08-2007,22,KOL,121056890,Minitruck,44,10
01-08-2007,3,MUM,121679567,AutoRick,6,3
01-08-2007,36,KOL,333456456,Vikram,5,1
01-08-2007,34,KOL,111345567,AutoRick,13,1
01-08-2007,22,KOL,112345890,Minitruck,26,1
01-08-2007,7,MUM,112457567,Minitruck,30,2
01-08-2007,17,NAG,121056890,Minitruck,37,1
01-08-2007,2,MUM,123679678,AutoRick,12,0
01-08-2007,33,KOL,121457678,AutoRick,10,0
01-08-2007,36,KOL,111123987,AutoRick,4,0
01-08-2007,16,NAG,111567678,Minitruck,31,2
01-08-2007,22,KOL,232345890,Vikram,25,5
01-08-2007,8,PUN,333890678,Minitruck,26,0
01-08-2007,34,KOL,123070456,AutoRick,15,3
01-08-2007,47,GOA,121890567,Vikram,19,0
01-08-2007,33,KOL,213123345,Minitruck,5,1
01-08-2007,35,KOL,222890123,Minitruck,38,3
01-08-2007,24,KOL,111456987,Vikram,19,0
01-08-2007,49,GOA,232070567,Vikram,21,1
01-08-2007,16,NAG,112567123,Vikram,24,5
01-08-2007,21,NAG,333123567,Minitruck,20,1
01-08-2007,20,NAG,343056567,AutoRick,2,0
01-08-2007,10,PUN,112567567,AutoRick,14,3
01-08-2007,17,NAG,222123234,Vikram,19,1
01-08-2007,8,PUN,222678123,AutoRick,6,0
01-08-2007,2,MUM,123345789,AutoRick,10,0
01-08-2007,3,MUM,112056123,Vikram,25,5
01-08-2007,10,PUN,321070345,Vikram,2,0
01-08-2007,43,GOA,343456345,Minitruck,16,0
01-08-2007,17,NAG,213457678,Vikram,13,0
01-08-2007,8,PUN,321678234,AutoRick,12,0
01-08-2007,10,PUN,213123567,Minitruck,9,2
01-08-2007,15,PUN,321056123,Minitruck,37,2
01-08-2007,33,KOL,213123456,Vikram,20,0
01-08-2007,21,NAG,232456234,Vikram,11,0
01-08-2007,34,KOL,343679678,Minitruck,29,2
01-08-2007,49,GOA,112890123,AutoRick,7,0
01-08-2007,34,KOL,213456123,AutoRick,2,0
01-08-2007,16,NAG,232890765,Minitruck,8,1
01-08-2007,14,PUN,111890567,Vikram,7,1
01-08-2007,35,KOL,112567890,Minitruck,33,1
01-08-2007,24,KOL,321679345,AutoRick,10,0
01-08-2007,10,PUN,123679678,AutoRick,6,0
01-08-2007,22,KOL,232457567,Vikram,12,0
01-08-2007,3,MUM,121679678,AutoRick,5,3
01-08-2007,7,MUM,222678456,Vikram,21,0
01-08-2007,47,GOA,121123345,Minitruck,27,2
01-08-2007,12,PUN,343123890,AutoRick,14,3
01-08-2007,10,PUN,123678345,AutoRick,11,0
01-08-2007,6,MUM,112890678,AutoRick,9,0
01-08-2007,20,NAG,321678234,Minitruck,13,3
01-08-2007,47,GOA,321457456,AutoRick,3,0
01-08-2007,17,NAG,123456765,Vikram,7,1
01-08-2007,36,KOL,333567345,AutoRick,5,1
01-08-2007,12,PUN,123890123,Minitruck,38,1
01-08-2007,16,NAG,343567678,AutoRick,12,0
01-08-2007,34,KOL,111070234,Minitruck,23,1
01-08-2007,41,GOA,232345123,Vikram,14,0
01-08-2007,49,GOA,222456123,Vikram,20,1
01-08-2007,3,MUM,121123234,Vikram,20,0
01-08-2007,2,MUM,112890345,Minitruck,37,3
01-08-2007,17,NAG,321678567,Vikram,19,1
01-08-2007,10,PUN,111567789,Vikram,6,1
01-08-2007,17,NAG,123679123,Minitruck,24,1
01-08-2007,22,KOL,333345123,Vikram,8,1
01-08-2007,12,PUN,343890678,Minitruck,7,1
01-08-2007,43,GOA,121056456,Vikram,22,0
01-08-2007,36,KOL,111567789,AutoRick,5,1
01-08-2007,33,KOL,112056123,AutoRick,5,1
01-08-2007,6,MUM,222678234,Minitruck,24,2
01-08-2007,24,KOL,111123678,Vikram,11,0
01-08-2007,35,KOL,121345678,AutoRick,11,0
01-08-2007,24,KOL,232070123,Vikram,13,0
01-08-2007,21,NAG,213567456,Minitruck,27,2
01-08-2007,6,MUM,213457789,Vikram,1,0
01-08-2007,33,KOL,213678567,AutoRick,15,3
01-08-2007,33,KOL,333070567,Vikram,1,0
01-08-2007,49,GOA,121890345,AutoRick,14,3
01-08-2007,6,MUM,333345456,Minitruck,8,1
01-08-2007,34,KOL,333679345,AutoRick,7,0
01-08-2007,3,MUM,111567456,Vikram,9,2
01-08-2007,22,KOL,232456234,AutoRick,2,0
01-08-2007,41,GOA,123678234,Minitruck,4,0
01-08-2007,7,MUM,232056567,AutoRick,5,1
01-08-2007,17,NAG,333679345,Minitruck,41,5
01-08-2007,6,MUM,121679567,AutoRick,3,0
01-08-2007,49,GOA,222567345,Minitruck,12,1
01-08-2007,28,KOL,232345456,AutoRick,14,3
01-08-2007,49,GOA,121456789,AutoRick,10,0
01-08-2007,17,NAG,111679234,Minitruck,19,0
01-08-2007,47,GOA,232056987,AutoRick,4,0
01-08-2007,3,MUM,343070678,Vikram,14,1
01-08-2007,34,KOL,112890890,AutoRick,13,1
01-08-2007,22,KOL,232678345,Vikram,10,0
01-08-2007,8,PUN,321457789,AutoRick,11,0
01-08-2007,8,PUN,121679765,Vikram,10,0
01-08-2007,21,NAG,321345890,AutoRick,1,0
01-08-2007,33,KOL,232123678,Vikram,10,0
01-08-2007,14,PUN,333056123,AutoRick,13,0
01-08-2007,36,KOL,321457234,Vikram,12,1
01-08-2007,12,PUN,121056890,Vikram,5,1
01-08-2007,17,NAG,121345987,Minitruck,27,0
01-08-2007,21,NAG,343123456,Minitruck,38,1
01-08-2007,3,MUM,343678345,Minitruck,47,6
01-08-2007,3,MUM,222679567,Minitruck,38,2
01-08-2007,2,MUM,111457678,Vikram,8,1
01-08-2007,3,MUM,121123567,Minitruck,31,1
01-08-2007,21,NAG,111456765,AutoRick,11,0
01-08-2007,36,KOL,111123987,Minitruck,7,1
01-08-2007,15,PUN,112456234,AutoRick,12,1
01-08-2007,8,PUN,343123456,Vikram,13,1
01-08-2007,17,NAG,333890678,Vikram,15,0
01-08-2007,43,GOA,343056456,Vikram,9,1
01-08-2007,47,GOA,321678678,Minitruck,16,0
01-08-2007,47,GOA,343678987,Vikram,17,0
01-08-2007,6,MUM,121457345,Vikram,1,0
01-08-2007,47,GOA,121890345,AutoRick,15,3
01-08-2007,2,MUM,333456678,Minitruck,46,6
01-08-2007,8,PUN,321056987,AutoRick,14,3
01-08-2007,17,NAG,232056765,Vikram,25,5
01-08-2007,34,KOL,343456456,Vikram,12,0
01-08-2007,8,PUN,232890456,Vikram,20,0
01-08-2007,41,GOA,222567345,Vikram,18,1
01-08-2007,3,MUM,343457789,Vikram,23,4
